angle,fps
281.10794,806.477
281.20795,808.33325
281.30795,783.2875
281.40796,788.1419
281.50797,784.7696
281.60797,791.69434
281.70798,795.7235
281.80798,795.379
281.908,804.12305
282.008,796.59705
282.108,796.68713
282.208,794.3539
282.308,815.19104
282.40802,810.9334
282.50803,814.0814
282.60803,789.33606
282.70804,781.43695
282.80804,785.98425
282.90805,786.55774
283.00806,789.6609
283.10806,786.0102
283.20807,789.25464
283.30807,790.2455
283.40808,789.59314
283.5081,789.659
283.6081,808.7092
283.7081,814.5746
283.8081,808.9355
283.9081,785.4767
284.00812,788.9654
284.10812,793.4277
284.20813,791.84955
284.30814,790.3981
284.40814,784.0604
284.50815,785.4813
284.60815,787.0648
284.70816,787.3009
284.80817,790.8678
284.90817,814.922
285.00818,811.57294
285.1082,803.4252
285.2082,785.7789
285.3082,785.75946
285.4082,794.86536
285.5082,794.0216
285.60822,791.56775
285.70822,790.4531
285.80823,787.9456
285.90823,785.44275
286.00824,783.3277
286.10825,787.74194
286.20825,806.8597
286.30826,802.9928
286.40826,806.70056
286.50827,801.7248
286.60828,784.9284
286.70828,785.5856
286.8083,786.40216
286.9083,786.62585
287.0083,784.6236
287.1083,786.14874
287.2083,785.1099
287.30832,792.21704
287.40833,787.53064
287.50833,779.05896
287.60834,800.1457
287.70834,799.48865
287.80835,795.53955
287.90836,776.27313
288.00836,778.57996
288.10837,776.6887
288.20837,775.1541
288.30838,773.10486
288.4084,772.74554
288.5084,785.1183
288.6084,778.07166
288.7084,778.8897
288.8084,783.0636
288.90842,801.7666
289.00842,800.47595
289.10843,798.7252
289.20844,782.78
289.30844,782.71375
289.40845,781.7981
289.50845,781.75903
289.60846,785.70404
289.70847,783.84607
289.80847,779.8516
289.90848,781.28876
290.00848,782.7838
290.1085,782.9493
290.2085,801.27515
290.3085,797.6151
290.4085,795.15955
290.5085,776.12915
290.60852,777.9633
290.70853,776.73755
290.80853,776.9904
290.90854,775.3586
291.00854,772.3344
291.10855,777.6185
291.20856,776.1796
291.30856,779.4437
291.40857,783.39404
291.50858,802.314
291.60858,800.2069
291.7086,796.5917
291.8086,782.25684
291.9086,781.7933
292.0086,762.5744
292.1086,759.371
292.20862,749.4491
292.30862,748.68805
292.40863,747.7782
292.50864,745.8607
292.60864,746.4874
292.70865,751.02155
292.80865,766.7145
292.90866,766.89417
293.00867,769.03613
293.10867,768.3812
293.20868,779.22186
293.3087,773.3292
293.4087,778.14636
293.5087,780.8295
293.6087,777.6561
293.7087,775.6088
293.80872,759.2638
293.90872,756.7597
294.00873,776.67554
294.10873,777.4016
294.20874,760.1825
294.30875,757.12195
294.40875,752.489
294.50876,747.5264
294.60876,752.0236
294.70877,753.74756
294.80878,768.11127
294.90878,771.3224
295.0088,771.15076
295.1088,770.8536
295.2088,785.9136
295.3088,793.40546
295.4088,792.6927
295.50882,791.8687
295.60883,767.54443
295.70883,768.5485
295.80884,767.8536
295.90884,765.5336
296.00885,762.57117
296.10886,761.4167
296.20886,760.3044
296.30887,759.4079
296.40887,758.3898
296.50888,759.75336
296.6089,779.5562
296.7089,777.7704
296.8089,758.89453
296.9089,761.3127
297.0089,760.9382
297.10892,759.62854
297.20892,759.09
297.30893,756.502
297.40894,754.0077
297.50894,755.26855
297.60895,755.9606
297.70895,754.86163
297.80896,773.80756
297.90897,769.5917
298.00897,763.0092
298.10898,746.7418
298.20898,749.5755
298.309,751.3407
298.409,755.2805
298.509,755.9949
298.609,752.2748
298.709,752.0167
298.80902,751.6559
298.90903,753.5773
299.00903,759.7427
299.10904,772.3786
299.20905,760.8612
299.30905,748.8382
299.40906,749.37244
299.50906,749.0691
299.60907,751.72864
299.70908,749.918
299.80908,749.406
299.9091,748.0069
300.0091,749.1173
300.1091,751.84644
300.2091,761.2983
300.3091,769.38513
300.40912,764.5023
300.50912,757.8321
300.60913,739.8727
300.70914,741.5043
300.80914,744.51105
300.90915,744.7508
301.00916,742.9497
301.10916,741.8779
301.20917,740.7667
301.30917,742.68884
301.40918,744.79004
301.5092,746.34644
301.6092,764.1677
301.7092,764.6891
301.8092,742.5504
301.9092,741.34296
302.00922,742.20685
302.10922,740.47266
302.20923,740.6616
302.30923,742.18555
302.40924,741.54065
302.50925,744.41974
302.60925,740.2047
302.70926,735.0556
302.80927,757.6479
302.90927,758.68134
303.00928,739.27295
303.10928,740.3298
303.2093,737.43646
303.3093,737.17334
303.4093,736.8578
303.5093,736.5563
303.6093,739.1234
303.70932,738.0917
303.80933,736.5834
303.90933,732.24475
304.00934,748.7372
304.10934,745.8564
304.20935,743.9448
304.30936,727.0973
304.40936,727.07404
304.50937,725.5406
304.60938,723.9725
304.70938,727.7844
304.8094,713.2113
304.9094,718.8586
305.0094,719.6976
305.1094,721.62024
305.2094,724.63336
305.30942,740.7079
305.40942,732.1204
305.50943,718.193
305.60944,716.9802
305.70944,715.17035
305.80945,723.91455
305.90945,715.359
306.00946,718.9527
306.10947,716.2507
306.20947,715.33606
306.30948,714.9498
306.4095,718.97705
306.5095,732.6614
306.6095,731.6322
306.7095,716.2917
306.8095,718.95374
306.90952,723.85046
307.00952,716.21466
307.10953,720.69
307.20953,721.35144
307.30954,720.4139
307.40955,722.433
307.50955,721.5351
307.60956,723.81555
307.70956,738.01794
307.80957,734.66315
307.90958,717.9896
308.00958,720.91034
308.1096,714.7113
308.2096,717.6908
308.3096,718.2796
308.4096,715.5127
308.5096,718.4479
308.60962,720.88934
308.70963,721.5498
308.80963,724.84937
308.90964,740.4742
309.00964,736.9183
309.10965,727.0196
309.20966,719.9525
309.30966,722.72833
309.40967,726.823
309.50967,723.6306
309.60968,720.7184
309.7097,718.7318
309.8097,718.5609
309.9097,718.1312
310.0097,719.97595
310.1097,735.3431
310.20972,735.00385
310.30972,714.0126
310.40973,715.51776
310.50974,716.7831
310.60974,716.024
310.70975,720.6055
310.80975,719.78973
310.90976,718.7765
311.00977,722.64166
311.10977,721.8141
311.20978,724.56323
311.30978,740.6095
311.4098,731.7668
311.5098,717.8041
311.6098,717.7136
311.7098,716.95514
311.8098,717.15466
311.90982,718.7511
312.00983,714.81006
312.10983,715.2551
312.20984,715.18555
312.30984,715.1539
312.40985,721.19617
312.50986,730.31464
312.60986,730.8987
312.70987,711.9525
312.80988,711.5973
312.90988,711.2637
313.0099,710.67737
313.1099,708.93353
313.2099,707.8221
313.3099,707.1791
313.4099,707.893
313.50992,711.22723
313.60992,707.1127
313.70993,728.6204
313.80994,711.6847
313.90994,710.861
314.00995,711.8897
314.10995,711.5179
314.20996,704.7623
314.30997,706.3728
314.40997,706.47833
314.50998,707.1364
314.61,710.1497
314.71,703.3389
314.81,724.92883
314.91,725.82874
315.01,711.81067
315.11002,711.9325
315.21002,718.8647
315.31003,720.35114
315.41003,719.31464
315.51004,719.80927
315.61005,722.2749
315.71005,725.01984
315.81006,719.7706
315.91006,721.4159
316.01007,737.944
316.11008,741.08563
316.21008,725.96423
316.3101,724.9741
316.4101,723.4646
316.5101,721.4786
316.6101,722.8015
316.7101,722.5495
316.81012,724.29785
316.91013,723.07513
317.01013,724.57385
317.11014,723.1527
317.21014,742.6709
317.31015,738.993
317.41016,725.01935
317.51016,724.9418
317.61017,722.54724
317.71017,722.4352
317.81018,720.0651
317.9102,717.7037
318.0102,712.48785
318.1102,717.0264
318.2102,714.6004
318.3102,716.66736
318.41022,732.8986
318.51022,734.82043
318.61023,717.31384
318.71024,717.30316
318.81024,719.31024
318.91025,721.62756
319.01025,721.28314
319.11026,715.9966
319.21027,718.96625
319.31027,722.14685
319.41028,721.44714
319.51028,721.99084
319.6103,739.51917
319.7103,734.1924
319.8103,714.71576
319.9103,719.3784
320.0103,722.62683
320.11032,723.33044
320.21033,717.7339
320.31033,719.0501
320.41034,717.94617
320.51035,717.20685
320.61035,717.00586
320.71036,720.3032
320.81036,738.51575
320.91037,733.9303
321.01038,716.78674
321.11038,716.4663
321.2104,719.90515
321.3104,715.39777
321.4104,715.4136
321.5104,714.9984
321.6104,713.84656
321.71042,716.8257
321.81042,718.72986
321.91043,718.6747
322.01044,736.0441
322.11044,729.9447
322.21045,712.3551
322.31046,715.5863
322.41046,714.85284
322.51047,716.9256
322.61047,717.9369
322.71048,711.7108
322.8105,710.6461
322.9105,708.55066
323.0105,706.5513
323.1105,708.8953
323.2105,726.6315
323.31052,721.78784
323.41052,708.96405
323.51053,704.90436
323.61053,707.8398
323.71054,713.46405
323.81055,713.5182
323.91055,714.50543
324.01056,713.56335
324.11057,718.28284
324.21057,715.364
324.31058,716.6783
324.41058,728.8641
324.5106,725.38916
324.6106,705.6143
324.7106,707.9499
324.8106,707.1886
324.9106,709.9371
325.01062,712.87305
325.11063,710.4315
325.21063,710.7457
325.31064,711.2916
325.41064,713.1019
325.51065,719.3769
325.61066,735.72845
325.71066,716.6422
325.81067,720.98865
325.91068,718.9808
326.01068,718.4932
326.1107,720.38556
326.2107,721.3017
326.3107,721.3229
326.4107,719.39636
326.5107,715.4678
326.61072,716.5322
326.71072,731.5454
326.81073,726.365
326.91074,715.081
327.01074,712.25183
327.11075,710.10675
327.21075,710.45355
327.31076,711.3371
327.41077,714.13574
327.51077,715.3607
327.61078,716.7457
327.7108,718.65564
327.8108,720.23474
327.9108,730.75134
328.0108,736.63025
328.1108,722.13837
328.21082,722.6372
328.31082,722.0672
328.41083,723.0329
328.51083,722.8705
328.61084,722.3788
328.71085,723.8893
328.81085,721.1118
328.91086,725.75836
329.01086,723.024
329.11087,743.4
329.21088,743.7493
329.31088,742.822
329.4109,726.6805
329.5109,728.5622
329.6109,729.2422
329.7109,729.7919
329.8109,735.26965
329.91092,731.6701
330.01093,731.9882
330.11093,721.1468
330.21094,726.67554
330.31094,729.7507
330.41095,746.56354
330.51096,745.7562
330.61096,730.0041
330.71097,729.56146
330.81097,729.9652
330.91098,731.0991
331.011,732.9079
331.111,742.0625
331.211,735.1558
331.311,731.6565
331.411,736.0217
331.51102,739.9736
331.61102,755.4635
331.71103,757.6227
331.81104,739.3683
331.91104,740.63696
332.01105,741.5634
332.11105,739.7289
332.21106,743.51636
332.31107,748.14636
332.41107,741.1235
332.51108,746.27344
332.61108,747.8561
332.7111,747.2576
332.8111,764.126
332.9111,764.37897
333.0111,746.548
333.1111,749.4063
333.21112,747.9046
333.31113,748.4917
333.41113,755.85364
333.51114,751.0536
333.61115,747.427
333.71115,751.0665
333.81116,753.6898
333.91116,753.7312
334.01117,773.57104
334.11118,772.09766
334.21118,777.97845
334.3112,759.98535
334.4112,761.6509
334.5112,763.6281
334.6112,767.4028
334.7112,760.2515
334.81122,761.2791
334.91122,766.0819
335.01123,768.1024
335.11124,763.78204
335.21124,753.5653
335.31125,771.9688
335.41125,768.09814
335.51126,767.148
335.61127,752.18054
335.71127,759.7272
335.81128,760.87836
335.9113,757.84064
336.0113,752.5002
336.1113,763.152
336.2113,768.547
336.3113,769.1922
336.41132,769.3627
336.51132,774.0117
336.61133,791.4442
336.71133,790.37085
336.81134,788.3563
336.91135,770.93225
337.01135,776.4473
337.11136,771.8192
337.21136,772.69763
337.31137,776.0853
337.41138,778.49426
337.51138,778.131
337.6114,778.1689
337.7114,778.38513
337.8114,781.532
337.9114,799.04285
338.0114,800.61633
338.11142,797.888
338.21143,784.31055
338.31143,782.3973
338.41144,775.07654
338.51144,781.5003
338.61145,783.9014
338.71146,783.79956
338.81146,781.76605
338.91147,784.7372
339.01147,782.69946
339.11148,789.18005
339.2115,807.7416
339.3115,808.96576
339.4115,810.2193
339.5115,784.97034
339.6115,775.6151
339.71152,782.63184
339.81152,785.742
339.91153,786.1916
340.01154,787.9205
340.11154,786.2361
340.21155,783.9869
340.31155,782.7943
340.41156,789.4624
340.51157,805.4859
340.61157,815.2667
340.71158,804.4809
340.81158,783.0939
340.9116,788.07477
341.0116,789.3177
341.1116,789.2921
341.2116,789.86896
341.3116,790.87317
341.41162,789.9751
341.51163,794.27094
341.61163,793.5439
341.71164,800.16547
341.81165,821.85175
341.91165,816.43463
342.01166,814.39014
342.11166,795.08954
342.21167,796.0941
342.31168,800.2781
342.41168,802.6298
342.5117,801.9409
342.6117,800.01886
342.7117,803.53296
342.8117,804.8364
342.9117,804.39813
343.01172,806.27747
343.11172,827.34143
343.21173,824.93835
343.31174,826.7243
343.41174,806.9187
343.51175,807.2755
343.61176,808.0463
343.71176,804.6483
343.81177,802.02844
343.91177,802.61383
344.01178,802.29913
344.1118,804.9025
344.2118,807.8037
344.3118,803.5539
344.4118,819.9723
344.5118,822.9564
344.61182,824.3219
344.71182,823.751
344.81183,805.0402
344.91183,803.1167
345.01184,802.12024
345.11185,800.4552
345.21185,802.7025
345.31186,801.7541
345.41187,806.4999
345.51187,802.79156
345.61188,800.9555
345.71188,805.03564
345.8119,824.7909
345.9119,828.1044
346.0119,829.7396
346.1119,809.34515
346.2119,808.433
346.31192,808.5652
346.41193,809.9982
346.51193,810.902
346.61194,813.48254
346.71194,811.71277
346.81195,808.9728
346.91196,812.64087
347.01196,813.70636
347.11197,836.7001
347.21198,836.21326
347.31198,837.85535
347.412,836.7689
347.512,816.20734
347.612,815.7252
347.712,815.1302
347.812,816.85236
347.91202,812.73627
348.01202,807.25354
348.11203,801.7677
348.21204,803.9894
348.31204,802.6332
348.41205,803.40735
348.51205,815.0906
348.61206,822.0309
348.71207,822.05896
348.81207,801.14734
348.91208,800.96954
349.0121,803.1769
349.1121,802.59607
349.2121,798.4299
349.3121,797.33093
349.4121,795.63635
349.51212,801.35205
349.61212,793.51044
349.71213,793.44714
349.81213,813.6637
349.91214,814.6164
350.01215,816.17395
350.11215,817.3507
350.21216,799.1054
350.31216,799.229
350.41217,798.49884
350.51218,798.02765
350.61218,798.6196
350.7122,796.7575
350.8122,797.5918
350.9122,795.42175
351.0122,793.22003
351.1122,793.3235
351.21222,812.8821
351.31223,813.2747
351.41223,812.7928
351.51224,794.3678
351.61224,795.3373
351.71225,791.04004
351.81226,794.9852
351.91226,796.53143
352.01227,798.03723
352.11227,798.4536
352.21228,797.65125
352.3123,793.66833
352.4123,796.5461
352.5123,817.47156
352.6123,818.0866
352.7123,820.39746
352.81232,794.71594
352.91232,793.04407
353.01233,790.7836
353.11234,793.59875
353.21234,794.81854
353.31235,798.953
353.41235,793.4807
353.51236,787.49396
353.61237,788.71594
353.71237,790.15515
353.81238,810.81744
353.91238,809.04065
354.0124,810.1061
354.1124,786.9788
354.2124,782.37933
354.3124,785.5832
354.4124,786.9742
354.51242,791.3825
354.61243,785.33923
354.71243,786.0615
354.81244,787.0229
354.91245,787.6599
355.01245,784.8232
355.11246,808.24567
355.21246,809.11426
355.31247,805.9501
355.41248,787.5554
355.51248,789.9157
355.6125,789.9528
355.7125,787.52997
355.8125,787.0235
355.9125,788.4949
356.0125,784.754
356.11252,785.7314
356.21252,784.23584
356.31253,780.2943
356.41254,797.9424
356.51254,793.21814
356.61255,792.25867
356.71255,773.6043
356.81256,771.871
356.91257,770.3868
357.01257,776.1148
357.11258,771.31415
357.2126,772.24915
357.3126,774.29987
357.4126,771.72864
357.5126,772.5301
357.6126,774.54913
357.71262,793.74097
357.81262,791.7995
357.91263,793.95514
358.01263,773.3597
358.11264,772.5772
358.21265,772.4352
358.31265,771.4579
358.41266,770.85986
358.51266,770.85364
358.61267,769.825
358.71268,767.4619
358.81268,770.63007
358.9127,768.0402
359.0127,785.6386
359.1127,786.42114
359.2127,787.369
359.3127,769.69104
359.41272,772.8474
359.51273,773.7991
359.61273,773.3986
359.71274,770.92535
359.81274,771.9583
359.91275,769.9285
360.01276,772.1126
360.11276,770.9664
360.21277,768.00696
360.31277,786.2798
360.41278,785.6292
360.5128,779.03955
360.6128,761.01465
360.7128,765.0349
360.8128,753.6746
360.9128,754.7197
361.01282,752.3122
361.11282,750.2809
361.21283,753.83167
361.31284,752.24133
361.41284,748.4692
361.51285,756.9659
361.61285,774.79517
361.71286,775.17554
361.81287,778.7079
361.91287,762.98517
362.01288,759.91693
362.11288,766.5107
362.2129,765.00836
362.3129,764.26044
362.4129,764.7109
362.5129,757.9793
362.6129,760.5426
362.71292,756.2558
362.81293,758.6345
362.91293,770.4263
363.01294,774.25256
363.11295,749.8821
363.21295,742.9587
363.31296,747.7756
363.41296,749.42523
363.51297,750.6094
363.61298,747.2793
363.71298,744.3929
363.813,752.0386
363.913,753.4281
364.013,753.47003
364.113,768.3499
364.213,776.89105
364.31302,769.7377
364.41302,752.23157
364.51303,752.29553
364.61304,751.99774
364.71304,758.6707
364.81305,751.5415
364.91306,750.20233
365.01306,750.3884
365.11307,754.6481
365.21307,752.17615
365.31308,756.0477
365.4131,771.6898
365.5131,773.0161
365.6131,754.9269
365.7131,744.2588
365.8131,745.4879
365.91312,745.67303
366.01312,743.40106
366.11313,739.3175
366.21313,742.2481
366.31314,742.41364
366.41315,742.78503
366.51315,742.8574
366.61316,758.7117
366.71317,766.5581
366.81317,762.33655
366.91318,747.28467
367.01318,748.8236
367.1132,748.5543
367.2132,743.8949
367.3132,746.00793
367.4132,746.37714
367.5132,745.5
367.61322,747.8241
367.71323,747.8008
367.81323,751.8477
367.91324,768.22205
368.01324,767.78186
368.11325,748.9892
368.21326,751.28326
368.31326,749.8518
368.41327,745.95557
368.51328,748.8322
368.61328,745.67834
368.7133,747.66455
368.8133,748.1906
368.9133,747.785
369.0133,749.3939
369.1133,770.78156
369.21332,767.6488
369.31332,761.7771
369.41333,748.1749
369.51334,744.6546
369.61334,744.97327
369.71335,745.91394
369.81335,742.9339
369.91336,743.7849
370.01337,742.5926
370.11337,739.77386
370.21338,741.96893
370.3134,743.4886
370.4134,757.8846
370.5134,758.1349
370.6134,742.248
370.7134,737.2775
370.81342,744.03595
370.91342,741.1813
371.01343,739.4963
371.11343,743.265
371.21344,743.2291
371.31345,745.0409
371.41345,747.8207
371.51346,748.8805
371.61346,763.61584
371.71347,765.4902
371.81348,742.89374
371.91348,744.6273
372.0135,747.49255
372.1135,745.82214
372.2135,744.9251
372.3135,745.89136
372.4135,743.26917
372.51352,744.53815
372.61353,748.6261
372.71353,740.76556
372.81354,764.8056
372.91354,766.5985
373.01355,760.6849
373.11356,742.9059
373.21356,747.50085
373.31357,748.173
373.41357,749.74133
373.51358,747.6409
373.6136,746.52454
373.7136,754.26294
373.8136,746.7716
373.9136,738.5812
374.0136,749.3059
374.11362,769.07513
374.21362,762.547
374.31363,742.24786
374.41364,745.2357
374.51364,748.7822
374.61365,748.5226
374.71365,750.2376
374.81366,751.17285
374.91367,759.01697
375.01367,752.4635
375.11368,749.35626
375.21368,754.0768
375.3137,774.1688
375.4137,769.1365
375.5137,765.27405
375.6137,748.5342
375.7137,744.39703
375.81372,744.9777
375.91373,744.09045
376.01373,745.1515
376.11374,745.3363
376.21375,735.52527
376.31375,744.29065
376.41376,749.4829
376.51376,750.2955
376.61377,757.09076
376.71378,763.5785
376.81378,744.27167
376.9138,747.1219
377.0138,748.3051
377.1138,750.3112
377.2138,759.1688
377.3138,750.5069
377.41382,745.53577
377.51382,747.4695
377.61383,759.0893
377.71384,755.01196
377.81384,769.80475
377.91385,769.9613
378.01385,750.462
378.11386,749.8862
378.21387,749.02124
378.31387,731.70667
378.41388,725.8483
378.5139,725.00696
378.6139,724.19836
378.7139,725.4906
378.8139,729.03784
378.9139,726.1591
379.01392,746.9166
379.11392,745.7963
379.21393,741.5931
379.31393,740.3857
379.41394,751.2955
379.51395,749.2219
379.61395,751.6875
379.71396,750.0659
379.81396,751.0447
379.91397,751.5906
380.01398,746.7401
380.11398,746.27325
380.214,751.74744
380.314,769.88745
380.414,769.9431
380.514,752.309
380.614,751.6995
380.71402,751.4301
380.81403,747.3568
380.91403,750.09973
381.01404,751.2851
381.11404,751.0455
381.21405,747.2346
381.31406,750.56213
381.41406,748.7729
381.51407,765.11816
381.61407,763.0802
381.71408,758.9344
381.8141,746.9686
381.9141,745.88654
382.0141,745.58093
382.1141,747.60657
382.2141,749.86646
382.31412,746.2506
382.41412,743.7033
382.51413,748.901
382.61414,750.5277
382.71414,754.0223
382.81415,766.95447
382.91415,764.0377
383.01416,746.282
383.11417,745.9958
383.21417,742.8895
383.31418,743.4382
383.41418,744.6048
383.5142,737.8212
383.6142,738.54236
383.7142,740.2827
383.8142,741.8903
383.9142,742.03937
384.01422,758.85364
384.11423,754.9827
384.21423,739.2478
384.31424,735.95056
384.41425,736.47253
384.51425,738.5492
384.61426,732.5755
384.71426,732.81726
384.81427,732.62256
384.91428,730.21497
385.01428,730.2486
385.1143,731.96027
385.2143,750.6178
385.3143,750.8188
385.4143,732.7333
385.5143,734.1864
385.61432,736.179
385.71432,732.6144
385.81433,733.62756
385.91434,733.5255
386.01434,733.1906
386.11435,734.7154
386.21436,730.9171
386.31436,729.46216
386.41437,745.002
386.51437,741.58514
386.61438,739.4441
386.7144,723.181
386.8144,721.1032
386.9144,726.43024
387.0144,712.1551
387.1144,712.3328
387.21442,711.8289
387.31442,707.4738
387.41443,710.1583
387.51443,710.4993
387.61444,714.6858
387.71445,733.2684
387.81445,729.3386
387.91446,707.2316
388.01447,725.5173
388.11447,725.8232
388.21448,728.59033
388.31448,734.87366
388.4145,732.7218
388.5145,732.7164
388.6145,731.608
388.7145,729.3639
388.8145,732.87384
388.91452,748.59045
389.01453,740.1191
389.11453,725.1453
389.21454,722.8501
389.31454,721.4041
389.41455,722.7416
389.51456,723.14056
389.61456,720.54736
389.71457,721.6414
389.81458,723.13715
389.91458,726.9812
390.0146,729.61017
390.1146,742.4002
390.2146,735.7853
390.3146,723.567
390.4146,720.68066
390.51462,718.7015
390.61462,718.9869
390.71463,717.25696
390.81464,714.35535
390.91464,709.9064
391.01465,703.5176
391.11465,701.4299
391.21466,704.90393
391.31467,713.7987
391.41467,698.47473
391.51468,697.7582
391.6147,698.5448
391.7147,696.6715
391.8147,694.1761
391.9147,696.8843
392.0147,702.5353
392.11472,702.2372
392.21472,703.4605
392.31473,702.60535
392.41473,715.38776
392.51474,717.4298
392.61475,699.7689
392.71475,700.5158
392.81476,703.3351
392.91476,700.509
393.01477,701.95667
393.11478,702.16724
393.21478,700.30945
393.3148,701.29913
393.4148,687.2661
393.5148,688.9111
393.6148,703.7464
393.7148,691.3062
393.81482,689.71545
393.91483,689.6644
394.01483,687.3822
394.11484,689.2094
394.21484,691.316
394.31485,691.7531
394.41486,706.7621
394.51486,700.55414
394.61487,702.979
394.71487,714.3021
394.81488,712.5018
394.9149,696.6854
395.0149,697.4216
395.1149,695.5841
395.2149,695.79364
395.3149,694.57623
395.41492,694.15186
395.51492,694.8717
395.61493,686.01227
395.71494,692.8329
395.81494,692.79407
395.91495,708.0636
396.01495,701.8491
396.11496,685.40125
396.21497,685.70496
396.31497,685.61224
396.41498,686.3646
396.51498,685.28094
396.615,689.6083
396.715,684.2969
396.815,683.33215
396.915,682.92255
397.015,686.75006
397.11502,702.97205
397.21503,686.0757
397.31503,687.5276
397.41504,686.72064
397.51505,689.6563
397.61505,690.5039
397.71506,687.371
397.81506,691.30994
397.91507,688.40045
398.01508,689.5089
398.11508,687.0107
398.2151,702.1178
398.3151,685.9506
398.4151,686.515
398.5151,684.9455
398.6151,679.3502
398.71512,681.6418
398.81512,681.37427
398.91513,682.38916
399.01514,682.43396
399.11514,684.0879
399.21515,684.02405
399.31516,699.11145
399.41516,699.76184
399.51517,684.2988
399.61517,689.254
399.71518,684.2701
399.8152,682.72534
399.9152,685.4086
400.0152,684.9279
400.1152,683.7055
400.2152,684.8574
400.31522,684.69037
400.41522,682.32526
400.51523,698.0138
400.61523,684.20966
400.71524,687.9043
400.81525,684.5885
400.91525,683.83466
401.01526,686.211
401.11526,686.2399
401.21527,687.47754
401.31528,689.43176
401.41528,689.3312
401.5153,690.2989
401.6153,705.00543
401.7153,702.6029
401.8153,692.74133
401.9153,688.87384
402.01532,684.8349
402.11533,688.93054
402.21533,687.8402
402.31534,688.2725
402.41534,688.99713
402.51535,687.8527
402.61536,687.93726
402.71536,691.1657
402.81537,703.23944
402.91537,691.4376
403.01538,695.4872
403.1154,690.9501
403.2154,692.49445
403.3154,690.50714
403.4154,692.00287
403.5154,693.46735
403.61542,693.9941
403.71542,693.5416
403.81543,696.924
403.91544,712.48413
404.01544,711.4723
404.11545,696.85645
404.21545,699.4476
404.31546,702.05316
404.41547,701.9413
404.51547,702.4035
404.61548,704.1222
404.71548,705.9521
404.8155,705.75525
404.9155,705.2191
405.0155,704.8729
405.1155,716.1755
405.2155,715.71686
405.31552,697.6133
405.41553,702.3622
405.51553,703.3898
405.61554,703.8218
405.71555,701.726
405.81555,701.25696
405.91556,703.77026
406.01556,705.2285
406.11557,711.53094
406.21558,707.7931
406.31558,723.1427
406.4156,704.1104
406.5156,702.87665
406.6156,703.477
406.7156,705.3343
406.8156,706.47797
406.91562,703.81366
407.01563,703.54034
407.11563,703.29724
407.21564,701.9905
407.31564,704.78174
407.41565,714.0267
407.51566,715.7368
407.61566,697.1625
407.71567,700.504
407.81567,698.55774
407.91568,701.9682
408.0157,703.76636
408.1157,703.0873
408.2157,704.81836
408.3157,703.6425
408.4157,710.3753
408.51572,706.974
408.61572,723.48126
408.71573,713.38464
408.81573,700.5846
408.91574,697.4227
409.01575,694.4297
409.11575,694.6936
409.21576,693.8551
409.31577,695.2074
409.41577,694.1792
409.51578,697.06683
409.61578,695.3668
409.7158,704.3265
409.8158,715.4317
409.9158,704.33246
410.0158,706.34314
410.1158,706.5936
410.21582,707.40125
410.31583,704.2956
410.41583,704.36804
410.51584,701.6769
410.61584,704.3906
410.71585,696.8215
410.81586,703.9313
410.91586,719.1842
411.01587,717.828
411.11588,701.57697
411.21588,703.9711
411.3159,703.89264
411.4159,705.7261
411.5159,706.1974
411.6159,705.61914
411.7159,713.5412
411.81592,709.6429
411.91592,707.8315
412.01593,708.6244
412.11594,727.2665
412.21594,726.81934
412.31595,714.7709
412.41595,715.84357
412.51596,721.7468
412.61597,724.6713
412.71597,723.0242
412.81598,724.5007
412.916,724.51636
413.016,722.1836
413.116,723.99084
413.216,724.97955
413.316,742.7297
413.41602,742.0075
413.51602,722.41797
413.61603,719.7972
413.71603,718.57806
413.81604,718.2571
413.91605,716.94745
414.01605,718.4667
414.11606,714.22723
414.21606,712.1913
414.31607,714.6245
414.41608,714.8673
414.51608,731.9723
414.6161,729.5576
414.7161,715.79266
414.8161,718.2875
414.9161,721.3106
415.0161,723.9293
415.11612,725.1118
415.21613,725.61035
415.31613,715.58105
415.41614,716.7225
415.51614,715.84924
415.61615,718.80426
415.71616,733.8253
415.81616,727.6089
415.91617,710.86017
416.01617,708.51044
416.11618,710.57996
416.2162,710.0446
416.3162,713.10583
416.4162,710.9
416.5162,714.00085
416.6162,715.1942
416.71622,716.6384
416.81622,718.3756
416.91623,735.08057
417.01624,728.98376
417.11624,712.70984
417.21625,715.1463
417.31625,718.07007
417.41626,716.91034
417.51627,710.25507
417.61627,711.3856
417.71628,709.12335
417.81628,711.08575
417.9163,710.41846
418.0163,716.54126
418.1163,730.8996
418.2163,727.0495
418.3163,711.8743
418.41632,705.35114
418.51633,707.23486
418.61633,706.2037
418.71634,706.1415
418.81635,706.2021
418.91635,707.16077
419.01636,708.3175
419.11636,710.44653
419.21637,709.8795
419.31638,726.255
419.41638,717.3016
419.5164,719.4471
419.6164,716.1002
419.7164,716.6795
419.8164,715.5441
419.9164,714.34973
420.01642,718.549
420.11642,716.192
420.21643,719.13226
420.31644,720.41327
420.41644,739.2555
420.51645,737.2689
420.61646,722.3988
420.71646,725.26404
420.81647,724.8492
420.91647,724.19275
421.01648,720.1333
421.1165,724.1131
421.2165,724.1564
421.3165,723.45856
421.4165,720.6233
421.5165,724.3267
421.61652,742.04407
421.71652,739.49054
421.81653,724.5754
421.91653,726.9206
422.01654,724.1721
422.11655,724.8124
